year,quarter,state,district,registeredusers
2018,Q4,Assam,Barpeta,55068
2018,Q4,Assam,Nagaon,54395
2018,Q4,Assam,Cachar,53209
2018,Q4,Assam,Dibrugarh,52539
2018,Q4,Assam,Sonitpur,51420
2018,Q4,Assam,Kamrup,44868
2018,Q4,Assam,Tinsukia,42624
2018,Q4,Assam,Jorhat,41100
2018,Q4,Assam,Dhubri,30132
2019,Q1,Assam,Kamrup Metropolitan,255112
2019,Q1,Assam,Barpeta,67729
2019,Q1,Assam,Nagaon,66306
2019,Q1,Assam,Cachar,64241
2019,Q1,Assam,Dibrugarh,62656
2019,Q1,Assam,Sonitpur,62218
2019,Q1,Assam,Kamrup,54910
2019,Q1,Assam,Tinsukia,51108
2019,Q1,Assam,Jorhat,48594
2019,Q1,Assam,Dhubri,36652
2019,Q3,Assam,Kamrup Metropolitan,340588
2019,Q3,Assam,Nagaon,100993
2019,Q3,Assam,Barpeta,92001
2019,Q3,Assam,Cachar,88048
2019,Q3,Assam,Dibrugarh,84029
2019,Q3,Assam,Sonitpur,83930
2019,Q3,Assam,Kamrup,75174
2019,Q3,Assam,Tinsukia,68999
2019,Q3,Assam,Jorhat,63858
2019,Q3,Assam,Dhubri,48953
2019,Q2,Assam,Kamrup Metropolitan,299219
2019,Q2,Assam,Barpeta,80544
2019,Q2,Assam,Nagaon,79322
2019,Q2,Assam,Cachar,76533
2019,Q2,Assam,Dibrugarh,74342
2019,Q2,Assam,Sonitpur,73717
2019,Q2,Assam,Kamrup,65883
2019,Q2,Assam,Tinsukia,60548
2019,Q2,Assam,Jorhat,56713
2019,Q2,Assam,Dhubri,43396
2019,Q4,Assam,Kamrup Metropolitan,373761
2019,Q4,Assam,Nagaon,114296
2019,Q4,Assam,Barpeta,103248
2019,Q4,Assam,Cachar,98890
2019,Q4,Assam,Sonitpur,93662
2019,Q4,Assam,Dibrugarh,93614
2019,Q4,Assam,Kamrup,84609
2019,Q4,Assam,Tinsukia,76944
2019,Q4,Assam,Jorhat,70809
2019,Q4,Assam,Golaghat,54950
2020,Q1,Assam,Kamrup Metropolitan,412013
2020,Q1,Assam,Nagaon,129371
2020,Q1,Assam,Barpeta,116286
2020,Q1,Assam,Cachar,111470
2020,Q1,Assam,Sonitpur,105050
2020,Q1,Assam,Dibrugarh,104663
2020,Q1,Assam,Kamrup,95973
2020,Q1,Assam,Tinsukia,86763
2020,Q1,Assam,Jorhat,78731
2020,Q1,Assam,Dhubri,62477
2020,Q4,Assam,Kamrup Metropolitan,546458
2020,Q4,Assam,Nagaon,185101
2020,Q4,Assam,Barpeta,164341
2020,Q4,Assam,Cachar,158821
2020,Q4,Assam,Dibrugarh,147001
2020,Q4,Assam,Sonitpur,146796
2020,Q4,Assam,Kamrup,136799
2020,Q4,Assam,Tinsukia,124067
2020,Q4,Assam,Jorhat,108380
2020,Q4,Assam,Dhubri,93699
2020,Q3,Assam,Kamrup Metropolitan,499403
2020,Q3,Assam,Nagaon,168903
2020,Q3,Assam,Barpeta,150166
2020,Q3,Assam,Cachar,143851
2020,Q3,Assam,Dibrugarh,134339
2020,Q3,Assam,Sonitpur,134006
2020,Q3,Assam,Kamrup,124944
2020,Q3,Assam,Tinsukia,113239
2020,Q3,Assam,Jorhat,99517
2020,Q3,Assam,Dhubri,84816
2020,Q2,Assam,Kamrup Metropolitan,457023
2020,Q2,Assam,Nagaon,151932
2020,Q2,Assam,Barpeta,135525
2020,Q2,Assam,Cachar,129067
2020,Q2,Assam,Sonitpur,121435
2020,Q2,Assam,Dibrugarh,121028
2020,Q2,Assam,Kamrup,112992
2020,Q2,Assam,Tinsukia,101864
2020,Q2,Assam,Jorhat,90601
2020,Q2,Assam,Dhubri,76285
2023,Q4,Chandigarh,Chandigarh,727594
2023,Q3,Chandigarh,Chandigarh,704144
2023,Q2,Chandigarh,Chandigarh,678662
2023,Q1,Chandigarh,Chandigarh,654522
2020,Q3,Chandigarh,Chandigarh,362588
2020,Q2,Chandigarh,Chandigarh,336351
2020,Q1,Chandigarh,Chandigarh,312887
2020,Q4,Chandigarh,Chandigarh,391402
2024,Q1,Chandigarh,Chandigarh,754849
2024,Q4,Chandigarh,Chandigarh,721216
2024,Q2,Chandigarh,Chandigarh,782791
2024,Q3,Chandigarh,Chandigarh,700398
2021,Q1,Chandigarh,Chandigarh,419998
2021,Q2,Chandigarh,Chandigarh,448572
2021,Q4,Chandigarh,Chandigarh,512092
2021,Q3,Chandigarh,Chandigarh,480463
2022,Q3,Chandigarh,Chandigarh,598698
2022,Q1,Chandigarh,Chandigarh,541549
2022,Q4,Chandigarh,Chandigarh,627563
2022,Q2,Chandigarh,Chandigarh,569582
2019,Q3,Chandigarh,Chandigarh,267337
2019,Q4,Chandigarh,Chandigarh,289590
2019,Q2,Chandigarh,Chandigarh,240439
2019,Q1,Chandigarh,Chandigarh,209175
2018,Q3,Chandigarh,Chandigarh,143893
2018,Q1,Chandigarh,Chandigarh,86268
2018,Q4,Chandigarh,Chandigarh,177747
2018,Q2,Chandigarh,Chandigarh,115219
2023,Q4,Arunachal Pradesh,Papum Pare,153071
2023,Q4,Arunachal Pradesh,West Kameng,37896
2023,Q4,Arunachal Pradesh,Changlang,37357
2023,Q4,Arunachal Pradesh,East Siang,35633
2023,Q4,Arunachal Pradesh,Lohit,26708
2023,Q4,Arunachal Pradesh,Tawang,21219
2023,Q4,Arunachal Pradesh,West Siang,19949
2023,Q4,Arunachal Pradesh,Namsai,19452
2023,Q4,Arunachal Pradesh,Lower Dibang Valley,15725
2023,Q4,Arunachal Pradesh,Lower Subansiri,15092
2023,Q1,Arunachal Pradesh,Papum Pare,136357
2023,Q1,Arunachal Pradesh,West Kameng,33625
2023,Q1,Arunachal Pradesh,Changlang,32646
2023,Q1,Arunachal Pradesh,East Siang,31416
2023,Q1,Arunachal Pradesh,Lohit,23429
2023,Q1,Arunachal Pradesh,Tawang,18817
2023,Q1,Arunachal Pradesh,West Siang,17590
2023,Q1,Arunachal Pradesh,Namsai,17064
2023,Q1,Arunachal Pradesh,Lower Dibang Valley,13811
2023,Q1,Arunachal Pradesh,Lower Subansiri,13220
2023,Q2,Arunachal Pradesh,Papum Pare,141879
2023,Q2,Arunachal Pradesh,West Kameng,35075
2023,Q2,Arunachal Pradesh,Changlang,34286
2023,Q2,Arunachal Pradesh,East Siang,32826
2023,Q2,Arunachal Pradesh,Lohit,24522
2023,Q2,Arunachal Pradesh,Tawang,19674
2023,Q2,Arunachal Pradesh,West Siang,18396
2023,Q2,Arunachal Pradesh,Namsai,17877
2023,Q2,Arunachal Pradesh,Lower Dibang Valley,14441
2023,Q2,Arunachal Pradesh,Lower Subansiri,13816
2023,Q3,Arunachal Pradesh,Papum Pare,147681
2023,Q3,Arunachal Pradesh,West Kameng,36577
2023,Q3,Arunachal Pradesh,Changlang,35843
2023,Q3,Arunachal Pradesh,East Siang,34293
2023,Q3,Arunachal Pradesh,Lohit,25647
2023,Q3,Arunachal Pradesh,Tawang,20501
2023,Q3,Arunachal Pradesh,West Siang,19174
2023,Q3,Arunachal Pradesh,Namsai,18704
2023,Q3,Arunachal Pradesh,Lower Dibang Valley,15073
2023,Q3,Arunachal Pradesh,Lower Subansiri,14442
2024,Q1,Arunachal Pradesh,Papum Pare,159264
2024,Q1,Arunachal Pradesh,West Kameng,39484
2024,Q1,Arunachal Pradesh,Changlang,39144
2024,Q1,Arunachal Pradesh,East Siang,37296
2024,Q1,Arunachal Pradesh,Lohit,27954
2024,Q1,Arunachal Pradesh,Tawang,22104
2024,Q1,Arunachal Pradesh,West Siang,20794
2024,Q1,Arunachal Pradesh,Namsai,20361
2024,Q1,Arunachal Pradesh,Lower Dibang Valley,16456
2024,Q1,Arunachal Pradesh,Lower Subansiri,15784
2024,Q2,Arunachal Pradesh,Papum Pare,165311
2024,Q2,Arunachal Pradesh,West Kameng,40932
2024,Q2,Arunachal Pradesh,Changlang,40721
2024,Q2,Arunachal Pradesh,East Siang,38672
2024,Q2,Arunachal Pradesh,Lohit,28987
2024,Q2,Arunachal Pradesh,Tawang,22929
2024,Q2,Arunachal Pradesh,West Siang,21620
2024,Q2,Arunachal Pradesh,Namsai,21156
2024,Q2,Arunachal Pradesh,Lower Dibang Valley,17096
2024,Q2,Arunachal Pradesh,Lower Subansiri,16421
2024,Q3,Arunachal Pradesh,Itanagar Capital Complex,176072
2024,Q3,Arunachal Pradesh,Papum Pare,53069
2024,Q3,Arunachal Pradesh,West Kameng,52957
2024,Q3,Arunachal Pradesh,East Siang,50287
2024,Q3,Arunachal Pradesh,Changlang,47059
2024,Q3,Arunachal Pradesh,Namsai,37104
2024,Q3,Arunachal Pradesh,Tawang,30404
2024,Q3,Arunachal Pradesh,West Siang,30153
2024,Q3,Arunachal Pradesh,Lohit,26089
2024,Q3,Arunachal Pradesh,Lower Subansiri,25867
2024,Q4,Arunachal Pradesh,Itanagar Capital Complex,181946
2024,Q4,Arunachal Pradesh,Papum Pare,55084
2024,Q4,Arunachal Pradesh,West Kameng,54415
2024,Q4,Arunachal Pradesh,East Siang,52187
2024,Q4,Arunachal Pradesh,Changlang,49057
2024,Q4,Arunachal Pradesh,Namsai,38550
2024,Q4,Arunachal Pradesh,West Siang,31241
2024,Q4,Arunachal Pradesh,Tawang,30390
2024,Q4,Arunachal Pradesh,Lohit,26973
2024,Q4,Arunachal Pradesh,Lower Subansiri,26789
2022,Q2,Arunachal Pradesh,Papum Pare,117568
2022,Q2,Arunachal Pradesh,West Kameng,29424
2022,Q2,Arunachal Pradesh,Changlang,28495
2022,Q2,Arunachal Pradesh,East Siang,27240
2022,Q2,Arunachal Pradesh,Lohit,20325
2022,Q2,Arunachal Pradesh,Tawang,16475
2022,Q2,Arunachal Pradesh,West Siang,15231
2022,Q2,Arunachal Pradesh,Namsai,14887
2022,Q2,Arunachal Pradesh,Lower Dibang Valley,12040
2022,Q2,Arunachal Pradesh,Lower Subansiri,11479
2022,Q4,Arunachal Pradesh,Papum Pare,130306
2022,Q4,Arunachal Pradesh,West Kameng,32237
2022,Q4,Arunachal Pradesh,Changlang,31196
2022,Q4,Arunachal Pradesh,East Siang,30033
2022,Q4,Arunachal Pradesh,Lohit,22359
2022,Q4,Arunachal Pradesh,Tawang,18003
2022,Q4,Arunachal Pradesh,West Siang,16816
2022,Q4,Arunachal Pradesh,Namsai,16322
2022,Q4,Arunachal Pradesh,Lower Dibang Valley,13188
2022,Q4,Arunachal Pradesh,Lower Subansiri,12630
2022,Q1,Arunachal Pradesh,Papum Pare,111271
2022,Q1,Arunachal Pradesh,West Kameng,27860
2022,Q1,Arunachal Pradesh,Changlang,26904
2022,Q1,Arunachal Pradesh,East Siang,25763
2022,Q1,Arunachal Pradesh,Lohit,19214
2022,Q1,Arunachal Pradesh,Tawang,15589
2022,Q1,Arunachal Pradesh,West Siang,14420
2022,Q1,Arunachal Pradesh,Namsai,14054
2022,Q1,Arunachal Pradesh,Lower Dibang Valley,11401
2022,Q1,Arunachal Pradesh,Lower Subansiri,10854
2022,Q3,Arunachal Pradesh,Papum Pare,124095
2022,Q3,Arunachal Pradesh,West Kameng,30964
2022,Q3,Arunachal Pradesh,Changlang,29965
2022,Q3,Arunachal Pradesh,East Siang,28698
2022,Q3,Arunachal Pradesh,Lohit,21385
2022,Q3,Arunachal Pradesh,Tawang,17281
2022,Q3,Arunachal Pradesh,West Siang,16063
2022,Q3,Arunachal Pradesh,Namsai,15642
2022,Q3,Arunachal Pradesh,Lower Dibang Valley,12668
2022,Q3,Arunachal Pradesh,Lower Subansiri,12085
2021,Q2,Arunachal Pradesh,Papum Pare,90871
2021,Q2,Arunachal Pradesh,West Kameng,22625
2021,Q2,Arunachal Pradesh,Changlang,21404
2021,Q2,Arunachal Pradesh,East Siang,20817
2021,Q2,Arunachal Pradesh,Lohit,15360
2021,Q2,Arunachal Pradesh,Tawang,12636
2021,Q2,Arunachal Pradesh,West Siang,11657
2021,Q2,Arunachal Pradesh,Namsai,11111
2021,Q2,Arunachal Pradesh,Lower Dibang Valley,9094
2021,Q2,Arunachal Pradesh,Lower Subansiri,8685
2021,Q4,Arunachal Pradesh,Papum Pare,104806
2021,Q4,Arunachal Pradesh,West Kameng,26237
2021,Q4,Arunachal Pradesh,Changlang,25155
2021,Q4,Arunachal Pradesh,East Siang,24208
2021,Q4,Arunachal Pradesh,Lohit,17980
2021,Q4,Arunachal Pradesh,Tawang,14665
2021,Q4,Arunachal Pradesh,West Siang,13555
2021,Q4,Arunachal Pradesh,Namsai,13092
2021,Q4,Arunachal Pradesh,Lower Dibang Valley,10679
2021,Q4,Arunachal Pradesh,Lower Subansiri,10187
2021,Q1,Arunachal Pradesh,Papum Pare,84715
2021,Q1,Arunachal Pradesh,West Kameng,21027
2021,Q1,Arunachal Pradesh,Changlang,19716
2021,Q1,Arunachal Pradesh,East Siang,19342
2021,Q1,Arunachal Pradesh,Lohit,14231
2021,Q1,Arunachal Pradesh,Tawang,11778
2021,Q1,Arunachal Pradesh,West Siang,10836
2021,Q1,Arunachal Pradesh,Namsai,10242
2021,Q1,Arunachal Pradesh,Lower Dibang Valley,8402
2021,Q1,Arunachal Pradesh,Lower Subansiri,8044
2021,Q3,Arunachal Pradesh,Papum Pare,97854
2021,Q3,Arunachal Pradesh,West Kameng,24489
2021,Q3,Arunachal Pradesh,Changlang,23328
2021,Q3,Arunachal Pradesh,East Siang,22538
2021,Q3,Arunachal Pradesh,Lohit,16680
2021,Q3,Arunachal Pradesh,Tawang,13650
2021,Q3,Arunachal Pradesh,West Siang,12616
2021,Q3,Arunachal Pradesh,Namsai,12140
2021,Q3,Arunachal Pradesh,Lower Dibang Valley,9920
2021,Q3,Arunachal Pradesh,Lower Subansiri,9451
2019,Q1,Arunachal Pradesh,Papum Pare,26298
2019,Q1,Arunachal Pradesh,West Kameng,8115
2019,Q1,Arunachal Pradesh,East Siang,5899
2019,Q1,Arunachal Pradesh,Changlang,5210
2019,Q1,Arunachal Pradesh,Tawang,5023
2019,Q1,Arunachal Pradesh,Lohit,4416
2019,Q1,Arunachal Pradesh,Namsai,3153
2019,Q1,Arunachal Pradesh,West Siang,2656
2019,Q1,Arunachal Pradesh,Lower Dibang Valley,2314
2019,Q1,Arunachal Pradesh,Tirap,2082
2019,Q3,Arunachal Pradesh,Papum Pare,38845
2019,Q3,Arunachal Pradesh,West Kameng,11186
2019,Q3,Arunachal Pradesh,East Siang,8571
2019,Q3,Arunachal Pradesh,Changlang,8145
2019,Q3,Arunachal Pradesh,Tawang,6553
2019,Q3,Arunachal Pradesh,Lohit,6421
2019,Q3,Arunachal Pradesh,Namsai,4563
2019,Q3,Arunachal Pradesh,West Siang,4101
2019,Q3,Arunachal Pradesh,Lower Dibang Valley,3398
2019,Q3,Arunachal Pradesh,Tirap,3099
2019,Q4,Arunachal Pradesh,Papum Pare,44746
2019,Q4,Arunachal Pradesh,West Kameng,12562
2019,Q4,Arunachal Pradesh,East Siang,9859
2019,Q4,Arunachal Pradesh,Changlang,9662
2019,Q4,Arunachal Pradesh,Lohit,7386
2019,Q4,Arunachal Pradesh,Tawang,7303
2019,Q4,Arunachal Pradesh,Namsai,5190
2019,Q4,Arunachal Pradesh,West Siang,4773
2019,Q4,Arunachal Pradesh,Lower Dibang Valley,3944
2019,Q4,Arunachal Pradesh,Tirap,3605
2019,Q2,Arunachal Pradesh,Papum Pare,32800
2019,Q2,Arunachal Pradesh,West Kameng,9782
2019,Q2,Arunachal Pradesh,East Siang,7319
2019,Q2,Arunachal Pradesh,Changlang,6884
2019,Q2,Arunachal Pradesh,Tawang,5908
2019,Q2,Arunachal Pradesh,Lohit,5485
2019,Q2,Arunachal Pradesh,Namsai,3914
2019,Q2,Arunachal Pradesh,West Siang,3393
2019,Q2,Arunachal Pradesh,Lower Dibang Valley,2842
2019,Q2,Arunachal Pradesh,Tirap,2697
2020,Q3,Arunachal Pradesh,Papum Pare,69419
2020,Q3,Arunachal Pradesh,West Kameng,17636
2020,Q3,Arunachal Pradesh,Changlang,16385
2020,Q3,Arunachal Pradesh,East Siang,15921
2020,Q3,Arunachal Pradesh,Lohit,11755
2020,Q3,Arunachal Pradesh,Tawang,9944
2020,Q3,Arunachal Pradesh,West Siang,8623
2020,Q3,Arunachal Pradesh,Namsai,8553
2020,Q3,Arunachal Pradesh,Lower Dibang Valley,6799
2020,Q3,Arunachal Pradesh,Lower Subansiri,6456
2020,Q1,Arunachal Pradesh,Papum Pare,51342
2020,Q1,Arunachal Pradesh,West Kameng,13983
2020,Q1,Arunachal Pradesh,East Siang,11298
2020,Q1,Arunachal Pradesh,Changlang,11262
2020,Q1,Arunachal Pradesh,Lohit,8454
2020,Q1,Arunachal Pradesh,Tawang,8048
2020,Q1,Arunachal Pradesh,Namsai,6029
2020,Q1,Arunachal Pradesh,West Siang,5757
2020,Q1,Arunachal Pradesh,Lower Dibang Valley,4650
2020,Q1,Arunachal Pradesh,Lower Subansiri,4351
2020,Q4,Arunachal Pradesh,Papum Pare,77936
2020,Q4,Arunachal Pradesh,West Kameng,19464
2020,Q4,Arunachal Pradesh,Changlang,18203
2020,Q4,Arunachal Pradesh,East Siang,17822
2020,Q4,Arunachal Pradesh,Lohit,13126
2020,Q4,Arunachal Pradesh,Tawang,10909
2020,Q4,Arunachal Pradesh,West Siang,9911
2020,Q4,Arunachal Pradesh,Namsai,9437
2020,Q4,Arunachal Pradesh,Lower Dibang Valley,7693
2020,Q4,Arunachal Pradesh,Lower Subansiri,7388
2020,Q2,Arunachal Pradesh,Papum Pare,59968
2020,Q2,Arunachal Pradesh,West Kameng,15766
2020,Q2,Arunachal Pradesh,Changlang,14036
2020,Q2,Arunachal Pradesh,East Siang,13601
2020,Q2,Arunachal Pradesh,Lohit,10154
2020,Q2,Arunachal Pradesh,Tawang,8993
2020,Q2,Arunachal Pradesh,Namsai,7426
2020,Q2,Arunachal Pradesh,West Siang,7239
2020,Q2,Arunachal Pradesh,Lower Dibang Valley,5782
2020,Q2,Arunachal Pradesh,Lower Subansiri,5392
2018,Q2,Arunachal Pradesh,Papum Pare,11418
2018,Q2,Arunachal Pradesh,West Kameng,3442
2018,Q2,Arunachal Pradesh,East Siang,2646
2018,Q2,Arunachal Pradesh,Tawang,2266
2018,Q2,Arunachal Pradesh,Changlang,2014
2018,Q2,Arunachal Pradesh,Lohit,1898
2018,Q2,Arunachal Pradesh,Namsai,1276
2018,Q2,Arunachal Pradesh,West Siang,1224
2018,Q2,Arunachal Pradesh,Lower Dibang Valley,893
2018,Q2,Arunachal Pradesh,Upper Subansiri,883
2018,Q4,Arunachal Pradesh,Papum Pare,21342
2018,Q4,Arunachal Pradesh,West Kameng,6492
2018,Q4,Arunachal Pradesh,East Siang,4813
2018,Q4,Arunachal Pradesh,Tawang,4085
2018,Q4,Arunachal Pradesh,Changlang,4036
2018,Q4,Arunachal Pradesh,Lohit,3588
2018,Q4,Arunachal Pradesh,Namsai,2495
2018,Q4,Arunachal Pradesh,West Siang,2117
2018,Q4,Arunachal Pradesh,Lower Dibang Valley,1827
2018,Q4,Arunachal Pradesh,Tirap,1684
2018,Q1,Arunachal Pradesh,Papum Pare,7649
2018,Q1,Arunachal Pradesh,West Kameng,2202
2018,Q1,Arunachal Pradesh,East Siang,1803
2018,Q1,Arunachal Pradesh,Tawang,1525
2018,Q1,Arunachal Pradesh,Changlang,1208
2018,Q1,Arunachal Pradesh,Lohit,1207
2018,Q1,Arunachal Pradesh,West Siang,846
2018,Q1,Arunachal Pradesh,Namsai,737
2018,Q1,Arunachal Pradesh,Lower Dibang Valley,601
2018,Q1,Arunachal Pradesh,Upper Subansiri,572
2018,Q3,Arunachal Pradesh,Papum Pare,16009
2018,Q3,Arunachal Pradesh,West Kameng,4765
2018,Q3,Arunachal Pradesh,East Siang,3590
2018,Q3,Arunachal Pradesh,Tawang,3112
2018,Q3,Arunachal Pradesh,Changlang,2889
2018,Q3,Arunachal Pradesh,Lohit,2612
2018,Q3,Arunachal Pradesh,Namsai,1862
2018,Q3,Arunachal Pradesh,West Siang,1652
2018,Q3,Arunachal Pradesh,Lower Dibang Valley,1286
2018,Q3,Arunachal Pradesh,Tirap,1226
2023,Q1,Chhattisgarh,Raipur,1260366
2023,Q1,Chhattisgarh,Durg,773280
2023,Q1,Chhattisgarh,Bilaspur,651084
2023,Q1,Chhattisgarh,Raigarh,489890
2023,Q1,Chhattisgarh,Janjgir Champa,476533
2023,Q1,Chhattisgarh,Korba,384883
2023,Q1,Chhattisgarh,Rajnandgaon,317976
2023,Q1,Chhattisgarh,Baloda Bazar,283757
2023,Q1,Chhattisgarh,Surguja,237340
2023,Q1,Chhattisgarh,Mahasamund,222989
2023,Q2,Chhattisgarh,Raipur,1308762
2023,Q2,Chhattisgarh,Durg,803101
2023,Q2,Chhattisgarh,Bilaspur,677776
2023,Q2,Chhattisgarh,Raigarh,511511
2023,Q2,Chhattisgarh,Janjgir Champa,497925
2023,Q2,Chhattisgarh,Korba,401398
2023,Q2,Chhattisgarh,Rajnandgaon,332345
2023,Q2,Chhattisgarh,Baloda Bazar,296661
2023,Q2,Chhattisgarh,Surguja,248004
2023,Q2,Chhattisgarh,Mahasamund,233538
2023,Q3,Chhattisgarh,Raipur,1360842
2023,Q3,Chhattisgarh,Durg,834591
2023,Q3,Chhattisgarh,Bilaspur,705698
2023,Q3,Chhattisgarh,Raigarh,532938
2023,Q3,Chhattisgarh,Janjgir Champa,518847
2023,Q3,Chhattisgarh,Korba,418027
2023,Q3,Chhattisgarh,Rajnandgaon,346368
2023,Q3,Chhattisgarh,Baloda Bazar,309128
2023,Q3,Chhattisgarh,Surguja,258533
2023,Q3,Chhattisgarh,Mahasamund,243585
2023,Q4,Chhattisgarh,Raipur,1407537
2023,Q4,Chhattisgarh,Durg,863802
2023,Q4,Chhattisgarh,Bilaspur,729941
2023,Q4,Chhattisgarh,Raigarh,552165
2023,Q4,Chhattisgarh,Janjgir Champa,537936
2023,Q4,Chhattisgarh,Korba,432504
2023,Q4,Chhattisgarh,Rajnandgaon,359246
2023,Q4,Chhattisgarh,Baloda Bazar,320644
2023,Q4,Chhattisgarh,Surguja,267755
2023,Q4,Chhattisgarh,Mahasamund,252583
2019,Q2,Chhattisgarh,Raipur,405792
2019,Q2,Chhattisgarh,Durg,257557
2019,Q2,Chhattisgarh,Bilaspur,209039
2019,Q2,Chhattisgarh,Raigarh,156178
2019,Q2,Chhattisgarh,Janjgir Champa,147327
2019,Q2,Chhattisgarh,Korba,119540
2019,Q2,Chhattisgarh,Rajnandgaon,91198
2019,Q2,Chhattisgarh,Baloda Bazar,84458
2019,Q2,Chhattisgarh,Surguja,71076
2019,Q2,Chhattisgarh,Mahasamund,65492
2019,Q4,Chhattisgarh,Raipur,506122
2019,Q4,Chhattisgarh,Durg,321390
2019,Q4,Chhattisgarh,Bilaspur,257350
2019,Q4,Chhattisgarh,Raigarh,189764
2019,Q4,Chhattisgarh,Janjgir Champa,180195
2019,Q4,Chhattisgarh,Korba,147812
2019,Q4,Chhattisgarh,Rajnandgaon,113965
2019,Q4,Chhattisgarh,Baloda Bazar,104742
2019,Q4,Chhattisgarh,Surguja,89297
2019,Q4,Chhattisgarh,Mahasamund,80893
2019,Q1,Chhattisgarh,Raipur,351495
2019,Q1,Chhattisgarh,Durg,224058
2019,Q1,Chhattisgarh,Bilaspur,184636
2019,Q1,Chhattisgarh,Raigarh,139059
2019,Q1,Chhattisgarh,Janjgir Champa,130114
2019,Q1,Chhattisgarh,Korba,105570
2019,Q1,Chhattisgarh,Rajnandgaon,78320
2019,Q1,Chhattisgarh,Baloda Bazar,73454
2019,Q1,Chhattisgarh,Surguja,62300
2019,Q1,Chhattisgarh,Mahasamund,56953
2019,Q3,Chhattisgarh,Raipur,455785
2019,Q3,Chhattisgarh,Durg,289803
2019,Q3,Chhattisgarh,Bilaspur,230364
2019,Q3,Chhattisgarh,Raigarh,170447
2019,Q3,Chhattisgarh,Janjgir Champa,161232
2019,Q3,Chhattisgarh,Korba,131850
2019,Q3,Chhattisgarh,Rajnandgaon,101617
2019,Q3,Chhattisgarh,Baloda Bazar,93416
2019,Q3,Chhattisgarh,Surguja,79170
2019,Q3,Chhattisgarh,Mahasamund,72039
2024,Q2,Chhattisgarh,Raipur,1516797
2024,Q2,Chhattisgarh,Durg,931630
2024,Q2,Chhattisgarh,Bilaspur,787231
2024,Q2,Chhattisgarh,Raigarh,597318
2024,Q2,Chhattisgarh,Janjgir Champa,582057
2024,Q2,Chhattisgarh,Korba,466567
2024,Q2,Chhattisgarh,Rajnandgaon,388822
2024,Q2,Chhattisgarh,Baloda Bazar,347102
2024,Q2,Chhattisgarh,Surguja,289012
2024,Q2,Chhattisgarh,Mahasamund,273488
2024,Q4,Chhattisgarh,Raipur,1773369
2024,Q4,Chhattisgarh,Durg,988679
2024,Q4,Chhattisgarh,Bilaspur,904881
2024,Q4,Chhattisgarh,Raigarh,581651
2024,Q4,Chhattisgarh,Korba,559174
2024,Q4,Chhattisgarh,Janjgir Champa,394509
2024,Q4,Chhattisgarh,Surguja,386630
2024,Q4,Chhattisgarh,Mahasamund,361759
2024,Q4,Chhattisgarh,Balodabazar Bhatapara,361495
2024,Q4,Chhattisgarh,Rajnandgaon,344534
2024,Q3,Chhattisgarh,Raipur,1718625
2024,Q3,Chhattisgarh,Durg,957786
2024,Q3,Chhattisgarh,Bilaspur,874721
2024,Q3,Chhattisgarh,Raigarh,562728
2024,Q3,Chhattisgarh,Korba,540888
2024,Q3,Chhattisgarh,Janjgir Champa,382345
2024,Q3,Chhattisgarh,Surguja,373283
2024,Q3,Chhattisgarh,Mahasamund,348919
2024,Q3,Chhattisgarh,Balodabazar Bhatapara,347207
2024,Q3,Chhattisgarh,Rajnandgaon,335631
2024,Q1,Chhattisgarh,Raipur,1462871
2024,Q1,Chhattisgarh,Durg,897874
2024,Q1,Chhattisgarh,Bilaspur,759420
2024,Q1,Chhattisgarh,Raigarh,575592
2024,Q1,Chhattisgarh,Janjgir Champa,560679
2024,Q1,Chhattisgarh,Korba,450305
2024,Q1,Chhattisgarh,Rajnandgaon,374946
2024,Q1,Chhattisgarh,Baloda Bazar,334412
2024,Q1,Chhattisgarh,Surguja,278856
2024,Q1,Chhattisgarh,Mahasamund,263607
2018,Q3,Chhattisgarh,Raipur,231146
2018,Q3,Chhattisgarh,Durg,150753
2018,Q3,Chhattisgarh,Bilaspur,119415
2018,Q3,Chhattisgarh,Raigarh,89911
2018,Q3,Chhattisgarh,Janjgir Champa,77834
2018,Q3,Chhattisgarh,Korba,68746
2018,Q3,Chhattisgarh,Rajnandgaon,50271
2018,Q3,Chhattisgarh,Baloda Bazar,43335
2018,Q3,Chhattisgarh,Surguja,40025
2018,Q3,Chhattisgarh,Mahasamund,36628
2018,Q4,Chhattisgarh,Raipur,289198
2018,Q4,Chhattisgarh,Durg,185746
2018,Q4,Chhattisgarh,Bilaspur,153972
2018,Q4,Chhattisgarh,Raigarh,116785
2018,Q4,Chhattisgarh,Janjgir Champa,107156
2018,Q4,Chhattisgarh,Korba,88680
2018,Q4,Chhattisgarh,Rajnandgaon,64828
2018,Q4,Chhattisgarh,Baloda Bazar,60270
2018,Q4,Chhattisgarh,Surguja,51776
2018,Q4,Chhattisgarh,Mahasamund,47626
2018,Q2,Chhattisgarh,Raipur,185747
2018,Q2,Chhattisgarh,Durg,124515
2018,Q2,Chhattisgarh,Bilaspur,94888
2018,Q2,Chhattisgarh,Raigarh,70970
2018,Q2,Chhattisgarh,Janjgir Champa,60185
2018,Q2,Chhattisgarh,Korba,54105
2018,Q2,Chhattisgarh,Rajnandgaon,38120
2018,Q2,Chhattisgarh,Baloda Bazar,32314
2018,Q2,Chhattisgarh,Surguja,30374
2018,Q2,Chhattisgarh,Mahasamund,28208
